cardName_3260,能量饮料,Energy Drink
cardDesc_3260,<color=#e6c14f>移除</color>\n获得20点法力,<color=#e6c14f>Exiled</color>.Gain 20 mana.
cardName_3261,耐力补给,Stamina Supply
cardDesc_3261,<color=#e6c14f>移除</color>\n行动力+3,<color=#e6c14f>Exiled</color>.Action + 3.
cardName_3262,魔药强效,Potent Brewing
cardDesc_3262,<color=#e6c14f>移除</color>\n获得<color=#e6c14f>强效</color>*1,<color=#e6c14f>Exiled</color>.Gain Potent ×1.
cardName_3263,蓄电池,Battery
cardDesc_3263,你的咒术牌<color=#e6c14f>生效</color>时\n造成1点雷属性伤害,"When your spell card takes effect,deal 1 lightning damage."
cardName_3267,着火,Catch Fire
cardDesc_3267,敌方的<color=#e6c14f>烧伤</color>翻倍,Double the amount of <color=#e6c14f>Burn</color> your enemy have.
cardName_3268,催化剂,Catalyzer
cardDesc_3268,每使用1张<color=#e6c14f>药水</color>\n敌方所有<color=#e6c14f>药物效果</color>+1,"For each <color=#e6c14f>potion</color> you play, all your enemy's <color=#e6c14f> side effects</color> +1."
cardName_3272,风筝实验,Kite Experiment
cardDesc_3272,造成3次1点雷属性伤害\n将3张<color=#e6c14f>闪电链接</color>\n洗入牌组,Deal 1 lightning damage 3 times.Shuffle 3 <color=#e6c14f>Lightning Link</color> to your deck.
cardName_3273,多重感染,Multiple Infection
cardDesc_3273,敌方每有1种药物效果\n造成敌方<color=#e6c14f>药物效果</color>总数\n一半的穿刺伤害,"For each type of enemy's <color=#e6c14f> side effects</color>, deal damage equals to half the sum of enemy's side effects."
cardDescEx_3273,敌方每有1种药物效果\n造成敌方<color=#e6c14f>药物效果</color>总数\n一半的穿刺伤害\n(造成{0}点穿刺伤害),"For each type of enemy's <color=#e6c14f> side effects</color>, deal damage equals to half the sum of enemy's side effects.(Deal {0} damage)"
cardName_3274,法力,Mana
cardDesc_3274,获得20点法力,Gain 20 mana.
cardName_3275,行动力,Action
cardDesc_3275,行动力+3,Gain 3 Action.
cardName_3276,生命,Health
cardDesc_3276,恢复30点生命,Gain 30 health.
cardName_3278,健忘,Forgetful
cardDesc_3278,<color=#e6c14f>移除</color>，获得【护甲】*5\n随机获得1张具有\n“<color=#e6c14f>移除</color>”关键字的牌,<color=#e6c14f>Exiled</color>.Add a card with keyword <color=#e6c14f>Exile</color> to your hand.
cardName_3279,化学狂暴,Chemical Rage
cardDesc_3279,<color=#e6c14f>移除</color>，将3张\n<color=#e6c14f>魔药强效</color>洗入牌组,<color=#e6c14f>Exiled</color>.Shuffle 3 <color=#e6c14f>Potent Brewing</color> to your deck.
cardName_3280,血瓶,Blood Bottle
cardDesc_3280,<color=#e6c14f>移除</color>，获得10点\n生命上限，将3张\n<color=#e6c14f>饮血</color>洗入牌组,<color=#e6c14f>Exiled</color>.Gain 10 maximun health.Shuffle 3 <color=#e6c14f>Blood Drinker</color> to your deck.
cardName_3281,血瓶,Blood Bottle
cardDesc_3281,<color=#e6c14f>移除</color>，获得15点\n生命上限，将4张\n<color=#e6c14f>饮血</color>洗入牌组,<color=#e6c14f>Exiled</color>.Gain 15 maximun health.Shuffle 4 <color=#e6c14f>Blood Drinker</color> to your deck.
cardLevelUpDesc_3281,<color=#e6c14f>移除</color>，获得<color=#8adf6a>15</color>点\n生命上限，将<color=#8adf6a>4</color>张\n<color=#e6c14f>饮血</color>洗入牌组,<color=#e6c14f>Exiled</color>.Gain <color=#8adf6a>15</color> maximun health.Shuffle <color=#8adf6a>4</color> <color=#e6c14f>Blood Drinker</color> to your deck.
cardName_3285,原始法则,Primitive law
cardDesc_3285,回合结束时\n造成等同于你生命上限\n10%的穿刺伤害,"On the end of your turn,deal piercing damage equals to 10% of your current maximun health."
cardName_3287,水银沙漏,Mercury Hourglass
cardDesc_3287,当你<color=#e6c14f>移除</color>12张牌时\n<color=#e6c14f>移除</color>水银沙漏\n获得一个额外回合,When you <color=#e6c14f>exile</color>  12 card.<color=#e6c14f>Exile</color>  this card and gain an additional turn.
cardDescEx_3287,再<color=#e6c14f>移除</color>{0}张牌后\n获得一个额外回合,<color=#e6c14f>Exile</color>  {0} more card to gain an additional turn.
cardName_3288,小石头,Littlerock
cardDesc_3288,<color=#e6c14f>移除</color>\n造成1点伤害,<color=#e6c14f>Exiled</color>.Deal 1 damage.
cardName_3289,暗影突袭,Shadow Strike
cardDesc_3289,造成10点穿刺伤害\n恢复10％损失生命,Deal 10 piercing damage.Gain 10% health you've lost.
cardName_3290,秘术仪,Occult Device
cardDesc_3290,每累计造成4点伤害\n获得1点生命上限,Gain 1 maximun health for each 4 damage you deal.
cardName_3301,锯齿箭,Sawtooth Arrow
cardDesc_3301,你造成的伤害+1,The damage you caused +1
cardName_3302,箭袋,Dorlach
cardDesc_3302,每造成5次物理伤害\n造成5点穿刺伤害,"For each 5 times you deal damage,deal 5 piercing damage"
cardName_3303,上膛,Chambering
cardDesc_3303,下一张攻击牌\n额外触发2次,The next attack card you play effects 2 more times.
cardName_3305,苦修,Self-torture
cardDesc_3305,触发你的<color=#e6c14f>忏悔</color>效果\n抽1张牌,Trigger the effect of your Confession.Draw a card.
cardName_3306,流血箭,Bleeding Arrows
cardDesc_3306,敌方获得<color=#e6c14f>流血</color>*12,Enemy suffers <color=#e6c14f>Bleeding</color> ×12
cardName_3307,出血,Hemorrhage
cardDesc_3307,抽1张牌，行动力+1\n敌方获得<color=#e6c14f>流血</color>*6,Draw a card.Action + 1.Enemy suffers <color=#e6c14f>Bleeding</color> ×6.
cardName_3308,悼唁,Condolences
cardDesc_3308,当前祷告牌强度翻倍\n所有祷告回合数+3,"Double the strength of all your prayer cards,but slow down for 3 turns."
cardName_3309,充电,Battery Charging
cardDesc_3309,<color=#e6c14f>移除</color>\n获得1张<color=#e6c14f>蓄电池</color>,<color=#e6c14f>Exiled</color>.Add a <color=#e6c14f>Battery</color> to your hand.
cardName_3312,强能水晶,Strong Crystal
cardDesc_3312,<color=#e6c14f>移除</color>，升级手牌\n和牌组的所有牌,<color=#e6c14f>Exiled</color>.Upgrade all your cards in your hand and deck.
cardName_3314,毒药桶,Poison Barrel
cardDesc_3314,回合开始时\n敌方获得<color=#e6c14f>中毒</color>*1,"On the start of each turn, enemy suffers <color=#e6c14f>Poisoned</color> ×1."
cardName_3315,毒药桶,Poison Barrel
cardDesc_3315,回合开始时\n敌方获得<color=#e6c14f>中毒</color>*2,"On the start of each turn, enemy suffers <color=#e6c14f>Poisoned</color> ×2."
cardLevelUpDesc_3315,回合开始时\n敌方获得<color=#e6c14f>中毒</color>*<color=#8adf6a>2</color>,"On the start of each turn, enemy suffers <color=#e6c14f>Poisoned</color> ×<color=#8adf6a>2</color>."
cardName_3317,备用口袋,Spare Pocket
cardDesc_3317,<color=#e6c14f>移除</color>，抽1张牌\n本次战斗，每回合\n获得2点法力,"<color=#e6c14f>Exiled</color>,Draw a card.Gain 2 mana each turn."
cardName_3318,腐败,Rot
cardDesc_3318,<color=#e6c14f>移除</color>，<color=#e6c14f>回收(2)</color>\n造成2点穿刺伤害,"<color=#e6c14f>Exiled</color>,<color=#e6c14f>Recycle(2)</color>.Deal 2 piercing damage."
cardName_3319,腐败,Rot
cardDesc_3319,<color=#e6c14f>移除</color>，<color=#e6c14f>回收(1)</color>\n造成2点穿刺伤害,"<color=#e6c14f>Exiled</color>,<color=#e6c14f>Recycle(1)</color>.Deal 2 piercing damage."
cardName_3320,腐败,Rot
cardDesc_3320,<color=#e6c14f>移除</color>\n造成2点穿刺伤害,"<color=#e6c14f>Exile</color> ,Deal 2 piercing damage."
cardName_3321,克隆,Clone
cardDesc_3321,<color=#e6c14f>移除</color>，获得4点法力\n将手牌中所有咒术牌\n的<color=#e6c14f>临时</color>复制洗入牌组,<color=#e6c14f>Exiled</color>.Gain 4 mana.Shuffle copies of all spell cards in your hand to your deck.
cardName_3323,研磨,Grind
cardDesc_3323,<color=#e6c14f>移除</color>，<color=#e6c14f>回收(1)</color>\n抽1张牌,"<color=#e6c14f>Exiled</color>,<color=#e6c14f>Recycle(1)</color>.Draw a card."
cardName_3324,研磨,Grind
cardDesc_3324,<color=#e6c14f>移除</color>，抽1张牌,<color=#e6c14f>Exiled</color>.Draw a card.
cardName_3325,卡牌包,Card Pack
cardDesc_3325,<color=#e6c14f>移除</color>\n获得3张随机牌,<color=#e6c14f>Exiled</color>.Add 3 random cards to your hand.
cardName_3328,暗影炼制,Shadow Refine
cardDesc_3328,<color=#e6c14f>移除</color>，获得2张\n1级的暗影药水,<color=#e6c14f>Exiled</color>.Add 2 level 1 Shadow Potion to your hand.
cardName_3329,法力翻滚,Mana Roll
cardDesc_3329,<color=#e6c14f>移除</color>，<color=#e6c14f>回收(2)</color>\n获得4点法力,"<color=#e6c14f>Exiled</color>,<color=#e6c14f>Recycle(2)</color>.Gain 4 mana."
cardName_3330,法力翻滚,Mana Roll
cardDesc_3330,<color=#e6c14f>移除</color>，<color=#e6c14f>回收(1)</color>\n获得4点法力,"<color=#e6c14f>Exiled</color>,<color=#e6c14f>Recycle(1)</color>.Gain 4 mana."
cardName_3331,法力翻滚,Mana Roll
cardDesc_3331,<color=#e6c14f>移除</color>\n获得4点法力,<color=#e6c14f>Exiled</color>.Gain 4 mana.
cardName_3333,玩火,Play with Fire
cardDesc_3333,<color=#e6c14f>移除</color>，获得1张1级\n燃烧药水，抽1张牌,<color=#e6c14f>Exile</color>.Get a level 1 Fire Potion.Draw a card.
cardName_3334,玩火,Play with Fire
cardDesc_3334,<color=#e6c14f>移除</color>，获得1张2级\n燃烧药水，抽1张牌,<color=#e6c14f>Exile</color>.Get a level 2 Fire Potion.Draw a card.
cardLevelUpDesc_3334,<color=#e6c14f>移除</color>，获得1张<color=#8adf6a>2</color>级\n燃烧药水，抽1张牌,<color=#e6c14f>Exile</color>.Get a level <color=#8adf6a>2</color> Fire Potion.Draw a card.
cardName_3335,原始配方,the Recipe
cardDesc_3335,回合开始时，<color=#e6c14f>移除</color>\n这张牌，抽1张牌\n获得3点法力,"On the start of your turn,<color=#e6c14f>exile</color> this card.Draw a card.Gain 3 mana."
cardName_3337,能量金属,Energy Metal
cardDesc_3337,<color=#e6c14f>移除</color>，抽1张牌，本回合\n每使用1张咒术牌\n获得1点法力,<color=#e6c14f>Exiled</color>.Draw a card.You gain 1 mana when you play spell card this turn.
cardName_3338,极限闪避,Dodge Max
cardDesc_3338,获得40％闪避\n持续1回合\n敌方抽3张牌,"Gain 40% dodge for 1 rounds, enemy draw 3 cards."
cardName_3339,火刑,Fire Punishment
cardDesc_3339,获得2张<color=#e6c14f>临时</color>的<color=#e6c14f>炎爆术</color>,Add 2 <color=#e6c14f>temporary</color> <color=#e6c14f>Pyroblast</color>\n to your hand.
cardName_3341,暗影炼制,Shadow Refine
cardDesc_3341,<color=#e6c14f>移除</color>，获得2张\n2级的暗影药水,<color=#e6c14f>Exiled</color>.Add 2 level 2 Shadow Potion to your hand.
cardName_3343,暗影炼制,Shadow Refine
cardDesc_3343,<color=#e6c14f>移除</color>，获得2张\n3级的暗影药水,<color=#e6c14f>Exiled</color>.Add 2 level 3 Shadow Potion to your hand.
cardName_3344,玩火,Play with Fire
cardDesc_3344,<color=#e6c14f>移除</color>，获得1张3级\n燃烧药水，抽1张牌,<color=#e6c14f>Exile</color>.Get a level 3 Fire Potion.Draw a card.
cardLevelUpDesc_3344,<color=#e6c14f>移除</color>，获得1张<color=#8adf6a>3</color>级\n燃烧药水，抽1张牌,<color=#e6c14f>Exile</color>.Get a level <color=#8adf6a>3</color> Fire Potion.Draw a card.
cardName_4005,魔力转换,Mana Conversion
cardDesc_4005,生命转换为法力,Convert health to mana.
cardName_4006,魔力转换,Mana Conversion
cardDesc_4006,法力转换为生命,Convert mana to health.
cardName_4011,魔法研习,Introspection
cardDesc_4011,每回合获得3点法力,Gain 3 mana at the start of each turn.
cardName_4012,魔法研习,Introspection
cardDesc_4012,立即获得10点法力,Immediately gain 10 mana.
cardName_4016,水晶球,Crystal Ball
cardDesc_4016,抽1张牌\n并获得其<color=#e6c14f>临时</color>复制,"Draw 1 card, get a temporary copy of that card."
cardName_4017,恶作剧狂欢,Carnival Prank
cardDesc_4017,造成4点火属性伤害\n敌方每拥有1张<color=#e6c14f>恶作剧</color>\n伤害+2,Deal 4 fire damage. Deal 2 additional damage for every Prank card in the enemy's hand/deck/graveyard.
cardName_4021,移动施法,Cast 'n Run
cardDesc_4021,获得7点法力\n行动力+2,Gain 7 mana and 2 Action.
cardLevelUpDesc_4021,获得<color=#8adf6a>7</color>点法力\n行动力+<color=#8adf6a>2</color>,Gain 7 mana and <color=#8adf6a>2</color> Action.
cardName_4022,头骨破裂,Skull Splitter
cardDesc_4022,<color=#e6c14f>移除</color>最左边的手牌\n对敌方造成8点伤害,<color=#e6c14f>Exile</color>  the leftmost card from your hand. Deal 8 damage.
cardLevelUpDesc_4022,<color=#e6c14f>移除</color>最左边的手牌\n对敌方造成<color=#8adf6a>8</color>点伤害,<color=#e6c14f>Exile</color>  the leftmost card from your hand. Deal <color=#8adf6a>8</color> damage.
cardName_4033,高等忏悔,Confession
cardDesc_4033,本次战斗\n你的回合开始时\n造成4点穿刺伤害,Deal 4 piercing damage to the enemy at start of your turn.
cardName_7005,殉道之剑,Martyr’s Sword
cardDesc_7005,你对自己造成伤害时\n你下次造成的伤害翻倍,"When you take damage on your turn,double the next damage you deal."
cardName_7006,殉道铠甲,Martyr’s Armor
cardDesc_7006,你的回合开始时\n受到1点穿刺伤害\n获得<color=#e6c14f>护甲</color>*3,"On the start of your turn,take 1 piercing damage,gain <color=#e6c14f>Armor</color> ×3."
cardName_7011,殉道护符,Martyr’s Amulet
cardDesc_7011,你的回合开始时\n受到1点穿刺伤害\n抽1张牌,"On the start of your turn,take 1 piercing damage,draw a card."
cardName_7023,忠诚,Sacrifice
cardDesc_7023,<color=#e6c14f>移除</color>\n获得1点行动力\n受到1点穿刺伤害\n抽1张牌,<color=#e6c14f>Exiled</color>.Action + 1.Take 1 piercing damage.Draw a card.
cardName_7032,福音,Gospel
cardDesc_7032,<color=#e6c14f>移除</color>\n所有祷告加速2回合\n生效的祷告牌\n回到你的手中,<color=#e6c14f>Exiled</color>..Current prayer card counter is sped up for 2 turn.Return every prayer card triggered this way to your hand.
cardName_7035,清算时刻,Liquidation
cardDesc_7035,造成伤害，等同于\n你上回合造成伤害的一半,Deal half damage you dealt last turn.
cardDescEx_7035,造成{0}点伤害,Deal {0} damage.
cardName_7036,冰霜护符,Frost Amulet
cardDesc_7036,回合开始时\n获得2点法力\n敌方获得<color=#e6c14f>寒冷</color>*2,"On start of each turn,gain 2 mana,enemy suffers <color=#e6c14f>Chilled</color>×2"
cardName_7037,冰霜护符,Frost Amulet
cardDesc_7037,回合开始时\n获得3点法力\n敌方获得<color=#e6c14f>寒冷</color>*3,"On start of each turn,gain 3 mana,enemy suffers <color=#e6c14f>Chilled</color>×3"
markTypeDesc_1,咒术牌,Spell Card
cardSpecialDesc_1001,<color=#ffffff>中毒：</color>回合开始时受到\n毒属性伤害，层数-1,"<color=#ffffff>Poisoned：</color>Take damage at start of turn,then amount-1."
cardSpecialDesc_1002,<color=#ffffff>护甲：</color>抵挡对应数量的伤害,<color=#ffffff>Armor: </color>Withstand damage.
cardSpecialDesc_1003,<color=#ffffff>烧伤：</color>使用牌时受到\n火属性伤害，层数-2,"<color=#ffffff>Burn: </color>Take fire damage when using card, then amount-2"
cardSpecialDesc_1004,<color=#ffffff>易伤：</color>本回合受到额外伤害,<color=#ffffff>Frailty: </color>Take additional damage this turn.
cardSpecialDesc_1005,<color=#ffffff>寒冷：</color>造成的任何伤害均减少\n生效时层数-2,"<color=#ffffff>Chilled: </color>Deal less damage to the enemy,then amount-2."
cardSpecialDesc_1006,<color=#ffffff>弱化：</color>造成的物理伤害减半，持续1回合,"<color=#ffffff>Weakness: </color>The physical damage you deal decreases by 50%,last for 1 turn."
cardSpecialDesc_1007,<color=#ffffff>加倍：</color>效果会额外触发1次,"<color=#ffffff>Double Effect: </color>When used, takes effects 1 more time."
cardSpecialDesc_1008,<color=#ffffff>寄生：</color>自己回合开始时受到伤害\n为敌方回复等量法力\n生效后减为1层,1
cardSpecialDesc_1009,<color=#ffffff>药物效果：</color>包括烧伤、寒冷、黏着、中毒,"<color=#ffffff>Side effect:</color>Includes Burn,Chilled,Stuck,Poison"
cardSpecialDesc_1010,<color=#ffffff>临时：</color>临时的牌在生效后会消失，无法回到牌组,<color=#ffffff>Temporary：</color>Will disapear after use.Won't be shuffled to deck.
cardSpecialDesc_1011,<color=#ffffff>记录：</color>记录的牌将在战斗后永久加入你的牌组,1
cardSpecialDesc_1012,<color=#ffffff>酸性喷雾：</color>敌方所有负面标记+2,1
cardSpecialDesc_1013,<color=#ffffff>幻影：</color>将手牌的攻击牌加倍,1
cardSpecialDesc_1014,<color=#ffffff>连锁反应：</color>造成火属性伤害，伤害会慢慢增加。,1
cardSpecialDesc_1015,<color=#ffffff>黏着：</color>使用的卡牌可能无效，\n然后层数-2,"<color=#ffffff>Stuck:</color>Have chance of losing effect when using card,then amount-2."
cardSpecialDesc_1016,<color=#ffffff>减速：</color>1行动力消耗的牌：\n移除，抽1张牌,"<color=#ffffff>Freeze:</color>1-cost action card:Exile,draw a card."
cardSpecialDesc_1017,<color=#ffffff>枯竭：</color>2法力消耗的牌：\n移除，抽1张牌，敌方获得2点法力,"<color=#ffffff>Drained:</color>2-mana-cost card:Exile,draw a card,enemy gain 2 mana."
cardSpecialDesc_1018,<color=#ffffff>强效：</color>药水的基础数值增加,<color=#ffffff>Potent:</color>Your Potions are more effectable.
cardSpecialDesc_1019,<color=#ffffff>移除：</color>被移除的卡牌在战斗结束前都不会再抽到,"<color=#ffffff>Exile:</color>When a card is Exiled,it can never be drawn in this combat anymore."
cardSpecialDesc_1020,<color=#ffffff>恶作剧：</color>恶作剧是无法打出的无用牌,<color=#ffffff>Prank:</color>Prank is a blank card that can not be played.
cardSpecialDesc_1021,<color=#ffffff>每种：</color>同名不同等级视为同一种，结算时取最高等级的那张牌,<color=#ffffff>Type:</color>Potions with same name but different grades are regarded as same type.
cardSpecialDesc_1022,<color=#ffffff>闪电链接：</color>1法力消耗的牌：\n造成1点雷属性伤害，从牌组抽2张消耗为1的咒术牌,"<color=#ffffff>Lightning Link:</color>1-mana-cost card:deal 1 lightning damage,draw 2 1-mana-cost card."
cardSpecialDesc_1023,<color=#ffffff>药水：</color>即名字带有“药水”的牌,<color=#ffffff>Potion:</color>Potions are cards whose name contain Potion.
cardSpecialDesc_1024,<color=#ffffff>烹调：</color>1行动力消耗的牌：\n移除，行动力+1\n获得一张随机牌,<color=#ffffff>Decoction:</color>1-action-cost card:Exiled.Action+1.Add a random card to your hand.
cardSpecialDesc_1025,<color=#ffffff>蓄电池：</color>装备牌：你的咒术牌生效时，造成1点雷属性伤害,"<color=#ffffff>Battery:</color>Equipment card:When your spell card takes effect,deal 1 lightning damage."
cardSpecialDesc_1026,<color=#ffffff>生效：</color>如果使用被加倍的牌，则视为生效了多次,"<color=#ffffff>Take effect:</color>If you use a card who's effect is doubled,it will take effect more times."
cardSpecialDesc_1027,<color=#ffffff>携带：</color>进入战斗前，牌组中的牌视为“携带”的牌，战斗中获得的牌不视为“携带”,"<color=#ffffff>Own:</color>Before the combat starts,the cards in your deck is regarded as you own them."
cardSpecialDesc_1028,<color=#ffffff>回收(x)：</color>使用之后获得自身的复制，仅限X次,<color=#ffffff>Recycle(X):</color>Add a copy to your hand.Can be triggered X times.
cardSpecialDesc_1029,<color=#ffffff>饮血：</color>1法力消耗的牌：\n移除，吸取敌方2点生命，抽1张牌,"<color=#ffffff>Blood Drinker:</color>1-mana-cost card:Exiled.Absorb 2 health,draw a card."
cardSpecialDesc_1030,<color=#ffffff>惧火：</color>受到的火属性伤害翻倍,1
cardSpecialDesc_1031,<color=#ffffff>魔药强效：</color>1行动力消耗的牌：\n获得强效*1,<color=#ffffff>Potent Brewing:</color>1-action-cost card:Exiled.Gain potent ×1.
cardSpecialDesc_1032,<color=#ffffff>流血：</color>受到物理伤害时\n受到1点穿刺伤害，层数-1,<color=#ffffff>Bleeding:</color>Take 1 piercing damage when you take physical damage.
cardSpecialDesc_1033,<color=#ffffff>忏悔：</color>回合开始时对敌人造成等同于层数的穿刺伤害,<color=#ffffff>Confession: </color>Deal piercing damage to the enemy at start of your turn.
cardSpecialDesc_1034,<color=#ffffff>炎爆术：</color>8法力消耗的牌：\n造成25点火属性伤害,<color=#ffffff>Pyroblast:</color>8-mana-cost card:Deal 25 fire damage.
cardSpecialDesc_1035,<color=#ffffff>回收：</color>使用之后获得自身的复制,<color=#ffffff>Recycle:</color>Add a copy to your hand after use.
effectDesc_10,中毒：回合开始时受到\n{0}点毒属性伤害,Poisoned: Take {0} damage at start of turn.
effectDesc_55003,中毒：回合开始时受到\n{0}点毒属性伤害,Poisoned: Take {0} damage at start of turn.
effectDesc_44,破甲：造成的伤害视为穿刺效果,Armor Break: Damage dealt becomes piercing damage.
effectDesc_50,清晰：法力消耗减少{0},Wisdom: mana cost decreases by {0}.
effectDesc_51,咒术翻倍：下一张咒术牌额外生效{0}次,Spell Multiplier: Your next spell card takes effect {0} more times.
effectDesc_55,抵抗：受到物理伤害{0},Resist: Take {0} physical damage.
effectDesc_55001,护甲：抵挡{0}伤害,Armor: Withstand {0} damage.
effectDesc_55002,护甲：抵挡{0}伤害,Armor: Withstand {0} damage.
effectDesc_56,破甲：造成的伤害视为穿刺效果,Armor Break: Damage dealt becomes piercing damage.
effectDesc_57,看破：敌方使用的下1张牌失效,Sputter: The next card the enemy uses will fail.
effectDesc_58,寒冷：对敌方造成的伤害\n减少{0},Chilled: Deal {0} less damage to the enemy.
effectDesc_58001,寒冷：对敌方造成的伤害\n减少{0},Chilled: Deal {0} less damage to the enemy.
effectDesc_60,掏空：对敌方造成的伤害会\n获得法力,"Hollowed Out: When you damage the enemy, you gain mana."
effectDesc_61,格挡：本回合抵挡{0}伤害,Round Shield: Block {0} damage this turn.
effectDesc_65,闪避：{0}%几率闪避伤害,Dodge: {0}% chance of dodging damage.
effectDesc_69,护符：自己回合免疫伤害,Talisman: Immunity to damage during your turn.
effectDesc_74,护盾：每次受到物理伤害减少{0},Shield: Physical damage you take decreases by {0}.
effectDesc_75,光盾：首次受到伤害减少{0},Light Shield: The first damage you take decreases by {0}.
effectDesc_80,吸血：每造成{0}点伤害恢复\n1生命,Vampire: Absorb 1 health for every {0} damage you deal.
effectDesc_81,斗篷：对方每使用1张攻击牌\n受到{0}火焰伤害,"Cloak: Each time your opponent uses an attack card, they take {0} fire damage."
effectDesc_82,残影：{0}%几率闪避伤害，闪避\n成功时抽1张牌,Afterimage: {0}% chance of dodging damage. Successful dodges let you draw 1 card.
effectDesc_93,斗篷：防止你的对手在每回合\n中的第1张牌有任何效果,Cloak: The first card your enemy uses each turn does nothing.
effectDesc_94,屏障：每次受伤至多为{0}\n穿刺伤害除外,Barrier: You may not take more than {0} damage at once.
effectDesc_95,熊甲：抵挡{0}点伤害,Bear Armor: Block {0} damage.
effectDesc_105,虚无：免疫物理伤害,Emptiness: Immunity to physical damage.
effectDesc_108,偷取时间：额外进行\n1回合,Accelerate: Take another turn.
effectDesc_110,土墙：本回合受到伤害减少{0},Earthen Wall: Take {0} less damage during this turn.
effectDesc_111,灼烧：对方每使用1张攻击牌\n受到{0}火焰伤害,"Sunburn: Each time your opponent uses an attack card, they take {0} fire damage."
effectDesc_113,魔抗：受到元素伤害减半,Weather Vane: Halves the elemental damage taken.
effectDesc_114,法盾：有法力时使用法力值\n抵挡50%受到伤害,"Magic Shield: If you have mana, use it to block 50% of the damage you take."
effectDesc_115,闪避：{0}%几率闪避伤害,Dodge: {0}% chance of dodging damage.
effectDesc_116,免疫：不受任何伤害,Immunity: You do not take any damage.
effectDesc_117,大雾：{0}%几率闪避伤害,Heavy Fog: {0}% chance of dodging damage.
effectDesc_118,盗墓：将坟场的执念恶灵\n移回手牌,Tomb Raider: Return the Angry Spirit in the graveyard to your hand.
effectDesc_122,反噬：在敌方回合受到伤害时\n对敌方造成等量伤害,"Spiny Shell: When you take damage on enemy's turn, the enemy also takes damage."
effectDesc_123,灼烧：对方每使用1张攻击牌\n受到{0}火焰伤害,"Sunburn: Each time your opponent uses an attack card, they take {0} fire damage."
effectDesc_125,冰盾：抵挡{0}伤害，每抵挡1点\n对敌方造成1水属性伤害,"Ice Shield: Blocks {0} damage. For each point of damage you block, the enemy takes 1 ice damage."
effectDesc_202,弱化：造成的物理伤害\n减少{0}%,Weakness: The physical damage you deal decreases by {0}%.
effectDesc_204,抵抗：受到物理伤害{0},Resist: Take {0} physical damage.
effectDesc_4093,烧伤：每回合增加1层\n超过当前生命时爆炸,1
effectDesc_305,潜能：造成伤害增加{0}%,1
effectDesc_307,加速：额外进行1回合,Accelerate: Get 1 extra turn.
effectDesc_307001,变化：生命值变为{0},Change: health changes to {0}.
effectDesc_312,觉醒：造成伤害增加{0}%,Awakening: Deal {0}% additional damage.
effectDesc_318,罗生门：造成的伤害会为自己\n增加护甲,Sword and Shield: The damage you deal increases your own Armor.
effectDesc_319,护甲：抵挡{0}伤害,Armor: Withstand {0} damage.
effectDesc_320,易伤：本回合受到伤害增加{0},Frailty: Take {0} additional damage this turn.
effectDesc_326,迅捷：抽{0}张牌，获得{0}行\n动力,Swift: Draw {0} cards. Gain {0} Action.
effectDesc_329,减伤：造成的物理伤害{0},Brass Knuckles: Deal {0} additional physical damage.
effectDesc_335,保护：每次受伤至多为{0}\n穿刺伤害除外,Protection: You cannot take more than {0} damage at once.
effectDesc_336,增伤：造成的物理伤害增加{0},Brass Knuckles: Deal {0} additional physical damage.
effectDesc_337,治愈：生命恢复{0},Cure: Restore {0} health.
effectDesc_338,破甲：造成的伤害视为穿刺效果,Armor Break: Damage dealt becomes piercing damage.
effectDesc_344,致命：{0}回合后直接死亡,Fatal Blow: Die in {0} turns.
effectDesc_345,重复：复制下一张牌,Repeat: Copy your next card.
effectDesc_348,忏悔：回合开始对敌方造成\n{0}点穿刺伤害,Penance: Deal {0} piercing damage to the enemy at start of turn.
effectDesc_357,致命：{0}回合后直接死亡,Fatal Blow: Kill the opponent in {0} turns.
effectDesc_358,中毒：回合开始时受到\n{0}点毒属性伤害,Poisoned: Take {0} damage at start of turn.
effectDesc_358001,中毒：回合开始时受到\n{0}点毒属性伤害,Poisoned: Take {0} damage at start of turn.
effectDesc_359,火灾：回合开始对敌方造成\n{0}点火焰伤害,Deadly Fire: Deal {0} fire damage to the enemy at start of turn.
effectDesc_360,易伤：本回合受到伤害增加{0},Frailty: Take {0} additional damage this turn.
effectDesc_4000,失落：少抽{0}张牌,Depression: Draw {0} fewer cards.
effectDesc_4001,沮丧：下回合抽牌后\n随机丢弃{0}张牌,Frustration: Discard {0} cards at random during your next turn.
effectDesc_4002,疲劳：接下来的{0}回合无\n法抽牌,Fatigue: You cannot draw cards during your next {0} turns.
effectDesc_4003,懒惰：接下来的{0}回合无\n法出牌,Laziness: You cannot play cards during your next {0} turns.
effectDesc_4004,惩戒：恢复造成伤害50%的\n生命,Discipline: Restore health by 50% of the damage you have dealt.
effectDesc_4005,灵巧：本回合每使用1张行动牌，\n恢复3生命,"Dexterity: Each time you use an action card, restore 3 health."
effectDesc_4006,消耗减半：本回合咒术牌消耗\n减半,Introspection: Casting spell cards costs half as much mana this turn.
effectDesc_4007,咒语： 本回合造成伤害+{0}。,Incantation: Deal {0} additional damage this turn.
effectDesc_4008,火苗：造成火属性伤害+{0},Pyro: Deal {0} additional fire damage.
effectDesc_4009,窃取：恢复造成伤害{0}%\n的蓝量,Steal: Restore health equal to {0}% of damage dealt.
